job_title,job_url,company_name,experience,salary,location,skills,description,search_keyword,search_location,scraped_at,source,posted_date,job_title_clean,company_name_clean,salary_min_lpa,salary_max_lpa,salary_avg_lpa,exp_min_years,exp_max_years,experience_level,primary_city,is_remote,is_hybrid,text_to_search,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_r,has_statistics,has_machine_learning,has_data_visualization,has_etl,has_pandas,has_numpy,has_scikit-learn,has_aws,has_azure,has_big_data,total_skills_mentioned,cleaned_at,days_since_scraped
Data Analyst,https://www.naukri.com/job-listings-data-analyst-squareone-insights-mumbai-2-to-7-years-030925500908,Squareone Insights,2-7 Yrs,Not Disclosed,Mumbai,"Data analysis, SAS, Report writing, Data collection, Packaging, power bi, Advanced Excel, Data analytics, Save",,data-analyst,mumbai,2025-12-04 12:16:25,Naukri,,Data Analyst,Squareone Insights,,,,2.0,7.0,Entry Level (0-2 years),Mumbai,False,False," data analysis, sas, report writing, data collection, packaging, power bi, advanced excel, data analytics, save",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Payments Advisory - Data Analyst,https://www.naukri.com/job-listings-payments-advisory-data-analyst-jp-morgan-chase-mumbai-1-to-7-years-181125503632,JPMorgan Chase Bank,1-7 Yrs,Not Disclosed,Mumbai,"Analytical skills, tableau, VBA, Financial analysis, Project management, Cash flow, Cash management, Data Analyst, Save",,data-analyst,mumbai,2025-12-04 12:16:25,Naukri,,Data Analyst,JPMorgan Chase Bank,,,,1.0,7.0,Entry Level (0-2 years),Mumbai,False,False," analytical skills, tableau, vba, financial analysis, project management, cash flow, cash management, data analyst, save",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Analyst - Climate,https://www.naukri.com/job-listings-data-analyst-climate-iss-corporate-solutions-mumbai-2-to-3-years-141125500652,ISS Corporate Solutions,2-3 Yrs,Not Disclosed,Mumbai,"Data analysis, Environmental science, Corporate governance, data science, Project management, Finance, Diversity and Inclusion, ISS, Save",,data-analyst,mumbai,2025-12-04 12:16:27,Naukri,,Data Analyst,ISS Corporate Solutions,,,,2.0,3.0,Entry Level (0-2 years),Mumbai,False,False," data analysis, environmental science, corporate governance, data science, project management, finance, diversity and inclusion, iss, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-disc-technology-services-pvt-ltd-mumbai-hyderabad-new-delhi-chennai-bengaluru-3-to-5-years-240925500058,Disc Technology Services,3-5 Yrs,Not Disclosed,"Mumbai, Hyderabad, New Delhi, Chennai, Bengaluru","master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, Save",,data-analyst,mumbai,2025-12-04 12:16:28,Naukri,,Data Analyst,Disc Technology Services,,,,3.0,5.0,Mid Level (3-5 years),Bangalore,False,False," master data, metadata, python, data analysis, data management, data analytics, data validation, configuration, save",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Analysts,https://www.naukri.com/job-listings-data-analysts-malabar-gold-diamonds-mumbai-all-areas-2-to-4-years-061125026034,MALABAR GOLD & DIAMONDS,2-4 Yrs,Not Disclosed,Mumbai (All Areas)(Andheri MIDC),"Data Analysis, Power Bi, Data Management, Data Cleansing, Advanced Excel, Tableau, MIS Reporting, SQL, Save",,data-analyst,mumbai,2025-12-04 12:16:29,Naukri,,Data Analyst,MALABAR GOLD & DIAMONDS,,,,2.0,4.0,Entry Level (0-2 years),Mumbai,False,False," data analysis, power bi, data management, data cleansing, advanced excel, tableau, mis reporting, sql, save",False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,4,2025-12-09 20:13:03,5
Data Analyst (BigQuery),https://www.naukri.com/job-listings-data-analyst-bigquery-enfuse-solutions-pvt-ltd-mumbai-2-to-4-years-300725504333,Enfuse Solutions,2-4 Yrs,Not Disclosed,Mumbai,"Data quality, Data analytics, Data Analyst, Data analysis, Analytics, Quality, Bigquery, Data, Save",,data-analyst,mumbai,2025-12-04 12:16:30,Naukri,,Data Analyst,Enfuse Solutions,,,,2.0,4.0,Entry Level (0-2 years),Mumbai,False,False," data quality, data analytics, data analyst, data analysis, analytics, quality, bigquery, data, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-estalvis-advisors-private-limited-mumbai-2-to-4-years-241125505623,Estalvis Advisors,2-4 Yrs,Not Disclosed,Mumbai,"Google Analytics, Excel, Sales, Analytical, Performance Analyst, E-commerce, Data Analyst, Monitoring, Save",,data-analyst,mumbai,2025-12-04 12:16:30,Naukri,,Data Analyst,Estalvis Advisors,,,,2.0,4.0,Entry Level (0-2 years),Mumbai,False,False," google analytics, excel, sales, analytical, performance analyst, e-commerce, data analyst, monitoring, save",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-pioneer-infotech-p-ltd-mumbai-2-to-7-years-070125500600,Pioneer Infotech,2-7 Yrs,Not Disclosed,Mumbai,"Computer science, Data analysis, PDF, data science, Analytical, power bi, Data quality, data visualization, Save",,data-analyst,mumbai,2025-12-04 12:16:32,Naukri,,Data Analyst,Pioneer Infotech,,,,2.0,7.0,Entry Level (0-2 years),Mumbai,False,False," computer science, data analysis, pdf, data science, analytical, power bi, data quality, data visualization, save",False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-godrej-koerber-supply-chain-ltd-mumbai-3-to-5-years-120724502137,Godrej koerber Supply Chain Ltd,3-5 Yrs,Not Disclosed,Mumbai,"Computer science, Process optimization, Excel, Analytical, Data collection, Data quality, Information technology, SQL, Save",,data-analyst,mumbai,2025-12-04 12:16:33,Naukri,,Data Analyst,Godrej koerber Supply Chain Ltd,,,,3.0,5.0,Mid Level (3-5 years),Mumbai,False,False," computer science, process optimization, excel, analytical, data collection, data quality, information technology, sql, save",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-persistent-mumbai-4-to-7-years-171125009427,Persistent,4-7 Yrs,Not Disclosed,Mumbai,"Data Analysis, Power BI, PySpark, SQL, Analysis, Bi, Data, Save",,data-analyst,mumbai,2025-12-04 12:16:48,Naukri,,Data Analyst,Persistent,,,,4.0,7.0,Mid Level (3-5 years),Mumbai,False,False," data analysis, power bi, pyspark, sql, analysis, bi, data, save",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-hansa-customer-equity-pvt-ltd-mumbai-2-to-3-years-171125504655,Hansa Customer Equity Pvt. Ltd.,2-3 Yrs,Not Disclosed,Mumbai,"Automation, Campaign management, Analytical, HTTP, Data quality, Digital marketing, Operations, SQL, Save",,data-analyst,mumbai,2025-12-04 12:16:49,Naukri,,Data Analyst,Hansa Customer Equity Pvt. Ltd.,,,,2.0,3.0,Entry Level (0-2 years),Mumbai,False,False," automation, campaign management, analytical, http, data quality, digital marketing, operations, sql, save",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-lumina-datamatics-mumbai-2-to-7-years-220825502329,Lumina Datamatics,2-7 Yrs,Not Disclosed,Mumbai,"tableau, power bi, Data Analyst, SQL, Data, Data analysis, Bi, Save",,data-analyst,mumbai,2025-12-04 12:16:49,Naukri,,Data Analyst,Lumina Datamatics,,,,2.0,7.0,Entry Level (0-2 years),Mumbai,False,False," tableau, power bi, data analyst, sql, data, data analysis, bi, save",False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,3,2025-12-09 20:13:03,5
Forensic Data Analyst,https://www.naukri.com/job-listings-forensic-data-analyst-plante-moran-mumbai-2-to-4-years-190825502081,Plante Moran,2-4 Yrs,Not Disclosed,Mumbai,"tableau, Data analysis, Data conversion, Wealth management, Analytical, Consulting, power bi, Japanese, Save",,data-analyst,mumbai,2025-12-04 12:16:50,Naukri,,Data Analyst,Plante Moran,,,,2.0,4.0,Entry Level (0-2 years),Mumbai,False,False," tableau, data analysis, data conversion, wealth management, analytical, consulting, power bi, japanese, save",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-crimson-interactive-mumbai-all-areas-6-to-8-years-131125016612,Crimson Interactive,6-8 Yrs,9-15 Lacs PA,Mumbai (All Areas),"Power Bi, Budgeting, Tally ERP, Compliance, CA Intern, MIS, Tableau, Reporting, Save",,data-analyst,mumbai,2025-12-04 12:16:52,Naukri,,Data Analyst,Crimson Interactive,9.0,15.0,12.0,6.0,8.0,Senior Level (5+ years),Mumbai,False,False," power bi, budgeting, tally erp, compliance, ca intern, mis, tableau, reporting, save",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-house-of-shipping-mumbai-chennai-8-to-13-years-220825501156,House Of Shipping,8-13 Yrs,Not Disclosed,"Mumbai, Chennai","Computer science, Data analysis, PDF, Data modeling, Analytical, Market research, Scheduling, Business intelligence, Save",,data-analyst,mumbai,2025-12-04 12:16:54,Naukri,,Data Analyst,House Of Shipping,,,,8.0,13.0,Senior Level (5+ years),Mumbai,False,False," computer science, data analysis, pdf, data modeling, analytical, market research, scheduling, business intelligence, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-myglamm-mumbai-2-to-4-years-110325502392,Myglamm,2-4 Yrs,Not Disclosed,Mumbai,"Data analysis, Excel, Analytical, Data collection, Market research, data visualization, Private equity, SQL, Save",,data-analyst,mumbai,2025-12-04 12:16:54,Naukri,,Data Analyst,Myglamm,,,,2.0,4.0,Entry Level (0-2 years),Mumbai,False,False," data analysis, excel, analytical, data collection, market research, data visualization, private equity, sql, save",False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-credit-wise-capital-pvt-ltd-mumbai-5-to-8-years-081124502420,Credit Wise Capital Pvt. LTD.,5-8 Yrs,Not Disclosed,Mumbai,"Loans, Data analysis, digital analytics, NBFC, Underwriting, Consumer finance, Analytical, Manager Technology, Save",,data-analyst,mumbai,2025-12-04 12:16:55,Naukri,,Data Analyst,Credit Wise Capital Pvt. LTD.,,,,5.0,8.0,Mid Level (3-5 years),Mumbai,False,False," loans, data analysis, digital analytics, nbfc, underwriting, consumer finance, analytical, manager technology, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-robosoft-technologies-pvt-ltd-mumbai-udupi-bengaluru-5-to-10-years-121224506087,Robosoft Technologies,5-10 Yrs,Not Disclosed,"Mumbai, Udupi, Bengaluru","Google Analytics, Data management, Bfsi, Mutual funds, Analytical, Data quality, data integrity, Business strategy, Save",,data-analyst,mumbai,2025-12-04 12:16:56,Naukri,,Data Analyst,Robosoft Technologies,,,,5.0,10.0,Mid Level (3-5 years),Bangalore,False,False," google analytics, data management, bfsi, mutual funds, analytical, data quality, data integrity, business strategy, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
ServiceNow Developer - CMDB Data Analyst,https://www.naukri.com/job-listings-servicenow-developer-cmdb-data-analyst-shashwath-solution-mumbai-5-to-7-years-141125911804,Shashwath Solution,5-7 Yrs,Not Disclosed,Mumbai,"data analyst, application developer, css, data analysis, data management, javascript, sql, database design, Save",,data-analyst,mumbai,2025-12-04 12:16:58,Naukri,,Data Analyst,Shashwath Solution,,,,5.0,7.0,Mid Level (3-5 years),Mumbai,False,False," data analyst, application developer, css, data analysis, data management, javascript, sql, database design, save",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-nse-cogencis-mumbai-all-areas-1-to-3-years-061125008768,NSE Cogencis,1-3 Yrs,Not Disclosed,Mumbai (All Areas),"excel, financial market, funds, Multitasking, Attention To Detail, Detailing, Data analysis, Funding, Save",,data-analyst,mumbai,2025-12-04 12:17:10,Naukri,,Data Analyst,NSE Cogencis,,,,1.0,3.0,Entry Level (0-2 years),Mumbai,False,False," excel, financial market, funds, multitasking, attention to detail, detailing, data analysis, funding, save",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
"Data Analyst, AdTech/Omnichannel",https://www.naukri.com/job-listings-data-analyst-adtech-omnichannel-pulsepoint-mumbai-3-to-5-years-090925502254,Pulsepoint,3-5 Yrs,Not Disclosed,Mumbai,"Automation, Data analysis, Coding, Project management, Debugging, Workflow, Healthcare, Troubleshooting, Save",,data-analyst,mumbai,2025-12-04 12:17:11,Naukri,,Data Analyst,Pulsepoint,,,,3.0,5.0,Mid Level (3-5 years),Mumbai,False,False," automation, data analysis, coding, project management, debugging, workflow, healthcare, troubleshooting, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-intense-technologies-ltd-mumbai-2-to-5-years-100924501961,Intense Technologies,2-5 Yrs,Not Disclosed,Mumbai,"Analytical skills, SQL queries, Data analysis, data domain, Business Analyst, power bi, Data quality, Data Analyst, Save",,data-analyst,mumbai,2025-12-04 12:17:11,Naukri,,Data Analyst,Intense Technologies,,,,2.0,5.0,Entry Level (0-2 years),Mumbai,False,False," analytical skills, sql queries, data analysis, data domain, business analyst, power bi, data quality, data analyst, save",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-moris-media-mumbai-2-to-3-years-011124500844,Moris Media,2-3 Yrs,Not Disclosed,Mumbai,"Data analysis, Data management, Analytical, Trend analysis, Data collection, Strategic planning, Data quality, Business intelligence, Save",,data-analyst,mumbai,2025-12-04 12:17:12,Naukri,,Data Analyst,Moris Media,,,,2.0,3.0,Entry Level (0-2 years),Mumbai,False,False," data analysis, data management, analytical, trend analysis, data collection, strategic planning, data quality, business intelligence, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-fcap-technologies-mumbai-1-to-2-years-050325500898,Bharatnxt,1-2 Yrs,Not Disclosed,Mumbai,"Process automation, Data analysis, Finance, Trend analysis, Cash flow, power bi, Data Analyst, Operations, Save",,data-analyst,mumbai,2025-12-04 12:17:13,Naukri,,Data Analyst,Bharatnxt,,,,1.0,2.0,Entry Level (0-2 years),Mumbai,False,False," process automation, data analysis, finance, trend analysis, cash flow, power bi, data analyst, operations, save",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-augmenter-consulting-mumbai-2-to-5-years-100718500151,AugmenterBizConsulting,2-5 Yrs,Not Disclosed,Mumbai,"Computer science, Usage, Database design, Business Data Analyst, Process improvement, Consulting, Data collection, Data mining, Save",,data-analyst,mumbai,2025-12-04 12:17:13,Naukri,,Data Analyst,AugmenterBizConsulting,,,,2.0,5.0,Entry Level (0-2 years),Mumbai,False,False," computer science, usage, database design, business data analyst, process improvement, consulting, data collection, data mining, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Opening For Data Analyst - DME For Mumbai location,https://www.naukri.com/job-listings-opening-for-data-analyst-dme-for-mumbai-location-inland-world-logistics-mumbai-all-areas-1-to-4-years-101125023220,Inland World Logistics,1-4 Yrs,Not Disclosed,Mumbai (All Areas),"MIS, VLOOKUP, MIS Reporting, Reporting, Dme, Data analysis, Data, Save",,data-analyst,mumbai,2025-12-04 12:17:14,Naukri,,Data Analyst,Inland World Logistics,,,,1.0,4.0,Entry Level (0-2 years),Mumbai,False,False," mis, vlookup, mis reporting, reporting, dme, data analysis, data, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
DATA ANALYST,https://www.naukri.com/job-listings-data-analyst-gemini-exports-mumbai-2-to-5-years-200622501282,Gemini Exports,2-5 Yrs,Not Disclosed,Mumbai,"Data validation, pricing analysis, Pharma, Competitor analysis, Portfolio analysis, Strategic planning, Market research, market data, Save",,data-analyst,mumbai,2025-12-04 12:17:14,Naukri,,Data Analyst,Gemini Exports,,,,2.0,5.0,Entry Level (0-2 years),Mumbai,False,False," data validation, pricing analysis, pharma, competitor analysis, portfolio analysis, strategic planning, market research, market data, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-kiya-ai-mumbai-suburban-navi-mumbai-mumbai-all-areas-2-to-5-years-111125015546,Kiya.ai,2-5 Yrs,5-10 Lacs PA,"Hybrid - Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Excel, Operational Risk, Data Analysis, Risk, Risk Control, Analysis, Operations, Data, Save",,data-analyst,mumbai,2025-12-04 12:17:14,Naukri,,Data Analyst,Kiya.ai,5.0,10.0,7.5,2.0,5.0,Entry Level (0-2 years),Mumbai,False,True," excel, operational risk, data analysis, risk, risk control, analysis, operations, data, save",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-phenom-placement-consultancy-mumbai-hyderabad-3-to-8-years-210123500297,Phenom Placement Consultancy,3-8 Yrs,Not Disclosed,"Mumbai, Hyderabad","Medical devices, Pharma, Analytical, Reconciliation, Healthcare, Data quality, data integrity, Data Analyst, Save",,data-analyst,mumbai,2025-12-04 12:17:15,Naukri,,Data Analyst,Phenom Placement Consultancy,,,,3.0,8.0,Mid Level (3-5 years),Mumbai,False,False," medical devices, pharma, analytical, reconciliation, healthcare, data quality, data integrity, data analyst, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-a5e-consulting-pvt-ltd-mumbai-4-to-5-years-251025505750,A5E Consulting,4-5 Yrs,Not Disclosed,Mumbai,"Data Analyst, Data, Data analysis, Save",,data-analyst,mumbai,2025-12-04 12:17:15,Naukri,,Data Analyst,A5E Consulting,,,,4.0,5.0,Mid Level (3-5 years),Mumbai,False,False," data analyst, data, data analysis, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-prodware-solutions-private-limited-mumbai-3-to-8-years-181224502178,Prodware Solutions,3-8 Yrs,Not Disclosed,Mumbai,"Data processing, Data Analyst, Data, Data analysis, Process, Processing, Save",,data-analyst,mumbai,2025-12-04 12:17:16,Naukri,,Data Analyst,Prodware Solutions,,,,3.0,8.0,Mid Level (3-5 years),Mumbai,False,False," data processing, data analyst, data, data analysis, process, processing, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Contract Data Analyst,https://www.naukri.com/job-listings-contract-data-analyst-enlighta-solutions-mumbai-2-to-7-years-280720500648,Enlighta Solutions,2-7 Yrs,Not Disclosed,Mumbai,"QA, Manager Quality Assurance, Web technologies, Functional testing, Compliance management, Data Analyst, Solution Analyst, Software solutions, Save",,data-analyst,mumbai,2025-12-04 12:17:17,Naukri,,Data Analyst,Enlighta Solutions,,,,2.0,7.0,Entry Level (0-2 years),Mumbai,False,False," qa, manager quality assurance, web technologies, functional testing, compliance management, data analyst, solution analyst, software solutions, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Credit Data Analyst,https://www.naukri.com/job-listings-credit-data-analyst-ion-trading-mumbai-2-to-7-years-210325506720,ION,2-7 Yrs,Not Disclosed,Mumbai,"Accountancy, Supply chain, Financial statements, Financial analysis, Fixed income, Financial statement analysis, Corporate credit, Balance Sheet, Save",,data-analyst,mumbai,2025-12-04 12:17:18,Naukri,,Data Analyst,ION,,,,2.0,7.0,Entry Level (0-2 years),Mumbai,False,False," accountancy, supply chain, financial statements, financial analysis, fixed income, financial statement analysis, corporate credit, balance sheet, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-sspl-mumbai-new-delhi-2-to-7-years-080523500024,Structural Solutions (SSPL),2-7 Yrs,Not Disclosed,"Mumbai, New Delhi","ERP, Data analysis, SAS, MS Access, Cognos, SPSS, Business intelligence, Data warehousing, Save",,data-analyst,mumbai,2025-12-04 12:17:19,Naukri,,Data Analyst,Structural Solutions (SSPL),,,,2.0,7.0,Entry Level (0-2 years),Mumbai,False,False," erp, data analysis, sas, ms access, cognos, spss, business intelligence, data warehousing, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-ariprus-mumbai-3-to-7-years-210920501237,Ariprus,3-7 Yrs,Not Disclosed,Mumbai,"Unix, C++, Linux, Scrum, Data mining, SDLC, Analytics, Automotive, Save",,data-analyst,mumbai,2025-12-04 12:17:19,Naukri,,Data Analyst,Ariprus,,,,3.0,7.0,Mid Level (3-5 years),Mumbai,False,False," unix, c++, linux, scrum, data mining, sdlc, analytics, automotive, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
AI Data Analyst,https://www.naukri.com/job-listings-ai-data-analyst-arrk-group-mumbai-navi-mumbai-4-to-7-years-260425502722,Ark Solutions,4-7 Yrs,Not Disclosed,"Mumbai, Navi Mumbai","Data analysis, Version control, GIT, Linux, Postgresql, Machine learning, Data structures, Data Analyst, Save",,data-analyst,mumbai,2025-12-04 12:17:20,Naukri,,Data Analyst,Ark Solutions,,,,4.0,7.0,Mid Level (3-5 years),Mumbai,False,False," data analysis, version control, git, linux, postgresql, machine learning, data structures, data analyst, save",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Data Analyst,https://www.naukri.com/job-listings-data-analyst-xpheno-mumbai-4-to-8-years-100123500117,Xpheno,4-8 Yrs,Not Disclosed,Mumbai,"Analytical, Risk assessment, Data quality, Data mining, Information technology, SQL, Auditing, Python, Save",,data-analyst,mumbai,2025-12-04 12:17:20,Naukri,,Data Analyst,Xpheno,,,,4.0,8.0,Mid Level (3-5 years),Mumbai,False,False," analytical, risk assessment, data quality, data mining, information technology, sql, auditing, python, save",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Funtional Data Analyst,https://www.naukri.com/job-listings-funtional-data-analyst-go-digital-technology-consulting-mumbai-4-to-8-years-260325502087,Go Digital Technology Consulting,4-8 Yrs,Not Disclosed,Mumbai,"Data analysis, Analytical, Power distribution, Machine learning, Data collection, Data quality, Operations, SCADA, Save",,data-analyst,mumbai,2025-12-04 12:17:21,Naukri,,Data Analyst,Go Digital Technology Consulting,,,,4.0,8.0,Mid Level (3-5 years),Mumbai,False,False," data analysis, analytical, power distribution, machine learning, data collection, data quality, operations, scada, save",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
"Data Analyst, Business Analyst",https://www.naukri.com/job-listings-data-analyst-business-analyst-orcapod-consulting-services-mumbai-all-areas-0-to-3-years-191125011409,Orca pod Consulting Services,0-3 Yrs,Not Disclosed,Remote,"Business Analysis, Excel, Business Analytics, Data Analytics, SQL, Analytics, Analysis, Data analysis, +1, Save",,data-analyst,mumbai,2025-12-04 12:17:34,Naukri,,Data Analyst,Orca pod Consulting Services,,,,0.0,3.0,Fresher (0 years),Remote,True,False," business analysis, excel, business analytics, data analytics, sql, analytics, analysis, data analysis, +1, save",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2025-12-09 20:13:03,5
Internship Junior Data Analyst,https://www.naukri.com/job-listings-internship-junior-data-analyst-rezultize-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-241224503390,Rezultize,0-1 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, Data analysis, Analytical, Data collection, Market research, Customer engagement, Internship, SQL, Save",,data-analyst,mumbai,2025-12-04 12:17:35,Naukri,,Data Analyst,Rezultize,,,,0.0,1.0,Fresher (0 years),Pune,False,False," computer science, data analysis, analytical, data collection, market research, customer engagement, internship, sql, save",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025-12-09 20:13:03,5
Analyst - Data Governance,https://www.naukri.com/job-listings-analyst-data-governance-nomura-capital-india-private-limited-mumbai-0-to-4-years-020925500087,Nomura,0-4 Yrs,Not Disclosed,Mumbai,"Data management, Senior Analyst, data governance, Data quality, Investment banking, Asset management, Information management, Financial services, Save",,data-analyst,mumbai,2025-12-04 12:17:35,Naukri,,Data Analyst,Nomura,,,,0.0,4.0,Fresher (0 years),Mumbai,False,False," data management, senior analyst, data governance, data quality, investment banking, asset management, information management, financial services, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Online Data Analyst - Odia Speakers,https://www.naukri.com/job-listings-online-data-analyst-odia-speakers-telus-digital-mumbai-all-areas-0-to-1-years-051125019273,TELUS Digital,0-1 Yrs,Not Disclosed,Remote,"Data Analysis, English, Data Analytics, Data, Analysis, Analytics, +1, Save",,data-analyst,mumbai,2025-12-04 12:17:36,Naukri,,Data Analyst,TELUS Digital,,,,0.0,1.0,Fresher (0 years),Remote,True,False," data analysis, english, data analytics, data, analysis, analytics, +1, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Freelance Online Data Analyst - Marathi Speakers,https://www.naukri.com/job-listings-freelance-online-data-analyst-marathi-speakers-telus-digital-mumbai-all-areas-0-to-2-years-021225030982,TELUS Digital,0-2 Yrs,Not Disclosed,Remote,"English, Marathi, Data Analysis, Data Analytics, Information Technology, Technology, Data, Analytics, +3, Save",,data-analyst,mumbai,2025-12-04 12:17:36,Naukri,,Data Analyst,TELUS Digital,,,,0.0,2.0,Fresher (0 years),Remote,True,False," english, marathi, data analysis, data analytics, information technology, technology, data, analytics, +3, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
Online Data Analyst - Urdu Speakers,https://www.naukri.com/job-listings-online-data-analyst-urdu-speakers-telus-digital-mumbai-all-areas-0-to-1-years-051125019024,TELUS Digital,0-1 Yrs,Not Disclosed,Remote,"Urdu, Data Analysis, Data Analytics, Analytics, Analysis, Data, +1, Save",,data-analyst,mumbai,2025-12-04 12:17:37,Naukri,,Data Analyst,TELUS Digital,,,,0.0,1.0,Fresher (0 years),Remote,True,False," urdu, data analysis, data analytics, analytics, analysis, data, +1, save",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025-12-09 20:13:03,5
