job_title,job_url,company_name,experience,salary,location,skills,description,search_keyword,search_location,scraped_at,source
Data Scientist,https://www.naukri.com/job-listings-data-scientist-aviato-consulting-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-270625505104,Aviato Consulting,8-13 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","python, data manipulation, gcp, statistical modeling, data visualization, machine learning, statistics, Modeling, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:18,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-bot-consulting-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-230525505084,Bot Consulting,2-5 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","IT services, Machine learning, Sales forecasting, Data processing, Wellness, data visualization, big data, Automotive, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:18,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-s3b-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-6-years-200825502005,LLP S3bglobal Technologies,1-6 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","python, natural language processing, forecasting, airflow, neural networks, microsoft azure, machine learning, artificial intelligence, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:19,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-rezultize-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-241224503392,Rezultize,3-8 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, Data analysis, Process optimization, Machine learning, Predictive modeling, Customer engagement, Data mining, Business solutions, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:19,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-leokraft-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-210225503399,Leokraft Technologies,3-7 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, data science, GCP, Machine learning, Cloud, Programming, data visualization, Troubleshooting, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:20,Naukri
"Director, Data Scientist",https://www.naukri.com/job-listings-director-data-scientist-affinity-global-inc-mumbai-8-to-13-years-020925501037,Affinity Global Advertising,8-13 Yrs,Not Disclosed,Mumbai,"Computer science, SSP, orchestration, Architecture, Algorithm development, Data processing, Digital marketing, Forecasting, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:32,Naukri
Data Scientist I,https://www.naukri.com/job-listings-data-scientist-i-affle-mumbai-gurugram-bengaluru-1-to-5-years-090625500500,Affle,1-5 Yrs,Not Disclosed,"Mumbai, Gurugram, Bengaluru","advance sql, python, data analysis, big data technologies, data warehousing, random forest, machine learning, sql, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:32,Naukri
Data Scientist - Mobile Health App,https://www.naukri.com/job-listings-data-scientist-mobile-health-app-cosmos-media-mumbai-3-to-8-years-171125008094,Cosmos Media,3-8 Yrs,9.5-15 Lacs PA,Hybrid - Mumbai,"Tensorflow, Aiml, Pytorch, Node.Js, Health, Application, Data, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:32,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-novartis-healthcare-pvt-ltd-mumbai-8-to-13-years-230525504719,NOVARTIS,8-13 Yrs,Not Disclosed,Mumbai,"Statistical analysis, Networking, Neural networks, Project management, Analytical, Machine learning, Programming, Natural language processing, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:33,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-affinity-global-inc-mumbai-3-to-8-years-161025500175,Affinity Global Advertising,3-8 Yrs,Not Disclosed,Mumbai,"Computer science, Data analysis, Product engineering, data science, Analytical, Machine learning, Business intelligence, Forecasting, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:33,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-siteplug-mumbai-3-to-7-years-171025501616,Siteplug,3-7 Yrs,Not Disclosed,Mumbai,"Data analysis, Product engineering, data science, Analytical, Machine learning, Business intelligence, Forecasting, SQL, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:33,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-affle-mumbai-gurugram-bengaluru-2-to-5-years-130525504503,Affle,2-5 Yrs,Not Disclosed,"Mumbai, Gurugram, Bengaluru","advance sql, python, data analysis, big data technologies, data warehousing, machine learning, sql, deep learning, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:34,Naukri
Data Scientist - Machine Learning/Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-mumbai-5-to-7-years-111125939591,Leading Client,5-7 Yrs,Not Disclosed,Mumbai,"Data Scientist, Data Science, MLOps, Artificial Intelligence, Data Visualization, Data Modeling, Data Analytics, Looker, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:34,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-supplycopia-software-services-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-130525502970,Supplycopia Software Services,3-8 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","algorithms, python, data analysis, modeling, natural language processing, neural networks, predictive, machine learning, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:34,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-fort-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-051124502448,Fort Technologies,1-3 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Supply chain, Health insurance, Operations research, Machine learning, data visualization, Data mining, big data, Open source, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:35,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-open-insights-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-010523501679,Open Insights,3-6 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","C++, Linux, Agile scrum, Machine learning, Programming, Object oriented programming, Statistics, SQL, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:35,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-kashsam-data-solutions-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-100424500910,Kashsam Data Solutions,3-7 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data analysis, Coding, Process improvement, data governance, Management, Analysis, Governance, Data, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:35,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-the-it-mind-kolkata-mumbai-hyderabad-new-delhi-pune-chennai-bengaluru-4-to-12-years-020823500701,The It Mind Services,4-12 Yrs,Not Disclosed,"Mumbai, Kolkata, Hyderabad, New Delhi, Pune, Chennai, Bengaluru","Machine learning, Data collection, data visualization, Collections, Machine, Data, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:35,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-gurucul-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-040825507632,Gurucul Solutions,5-10 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data Scientist, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:36,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-krazy-mantra-group-of-companies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-9-years-060225503614,Krazy Mantra It,6-9 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:36,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-cynosure-corporate-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-220125501155,Cynosure Corporate Solutions,3-5 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, IT services, deep learning, C++, Operations research, Machine learning, Natural language processing, Econometrics, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:36,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-green-clover-mumbai-3-to-6-years-030423501907,Green Clover,3-6 Yrs,Not Disclosed,Mumbai,"Telecom, SAS, Analytical, Machine learning, Data quality, MS Office, Data mining, Analytics, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:36,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-koantek-hyderabad-bengaluru-mumbai-all-areas-3-to-8-years-061125036173,Koantek,3-8 Yrs,Not Disclosed,"Hybrid - Mumbai (All Areas), Hyderabad, Bengaluru","Generative Ai, Databricks, Machine Learning, Ml, Data, Data Bricks, Machine, Artificial Intelligence, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:37,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-s3b-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-10-years-130824500438,LLP S3bglobal Technologies,6-10 Yrs,Not Disclosed,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data Scientist, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:37,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-alike-thoughts-hyderabad-bengaluru-mumbai-all-areas-5-to-10-years-170925029119,LTIMindtree,5-10 Yrs,Not Disclosed,"Hybrid - Mumbai (All Areas), Hyderabad, Bengaluru","Data Science, R, Artificial Intelligence, Natural Language Processing, RAG, Al, gen AI, Machine Learning, Save",N/A,data-scientist,mumbai,2025-12-04 12:27:37,Naukri
Data Scientist- Item Science,https://www.naukri.com/job-listings-data-scientist-item-science-target-corporation-india-pvt-ltd-bengaluru-1-to-5-years-031225504747,Target,1-5 Yrs,Not Disclosed,Bengaluru,"Supply chain, Computer vision, Data analysis, Analytical, Machine learning, Agile, Network security, Data structures, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:52,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-reuters-news-agency-bengaluru-3-to-5-years-021225504748,Reuters,3-5 Yrs,Not Disclosed,Bengaluru,"Computer science, Career development, data science, Consulting, Machine learning, Customer retention, Flex, Customer service, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:53,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-spigot-software-bengaluru-2-to-5-years-041225010624,Spigot Software,2-5 Yrs,12-22 Lacs PA,Hybrid - Bengaluru,"Data scientist, Machine Learning, Python, Data, Machine, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:53,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-deloitte-consulting-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-041225009768,Deloitte Consulting,5-10 Yrs,Not Disclosed,"Hybrid - Bengaluru, Delhi / NCR, Mumbai (All Areas)","Data Science, Generative Ai, Machine Learning, Python, Agentic Ai, Tensorflow, Large Language Model, Artificial Intelligence, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:53,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-genpact-hyderabad-bengaluru-delhi-ncr-4-to-9-years-170925012727,Genpact,4-9 Yrs,9-19 Lacs PA,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR","Data Science, Aiml, Machine Learning, Deep Learning, Python, LLMs, Machine, Data, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:54,Naukri
Data Scientist-Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-031225921729,IBM,3-7 Yrs,Not Disclosed,Bengaluru,"data scientist, kubernetes, python, ai solutions, ai, business processes, cloud platforms, llm, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:54,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-epictus-solutions-bengaluru-2-to-7-years-041225916283,Epictus Solutions,2-7 Yrs,10-20 Lacs PA,Bengaluru(Koramangala),"Data Science, Machine Learning, Python, Golang, Data, Machine, Science, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:54,Naukri
Data Scientist-Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-031225927820,IBM,3-7 Yrs,Not Disclosed,Bengaluru,"python, scikit-learn, tensorflow, pytorch, keras, kubernetes, 67727, microsoft azure, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:55,Naukri
Data Scientist / AI Specialist,https://www.naukri.com/job-listings-data-scientist-ai-specialist-mresult-technologies-mangaluru-bengaluru-5-to-10-years-031125026427,Mresult Technologies,5-10 Yrs,Not Disclosed,"Hybrid - Mangaluru, Bengaluru","Data Science, GenAI, Artificial Intelligence, Python, Predictive Modeling, Machine Learning, Deep Learning, Machine, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:55,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-shell-energy-chennai-bengaluru-6-to-8-years-021225506300,Octopus Energy,6-8 Yrs,Not Disclosed,"Chennai, Bengaluru","Mining, SAP, Renewable energy, LNG, Analytical, Monitoring, Analytics, SQL, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:55,Naukri
AI Solutions Architect (Data Scientist),https://www.naukri.com/job-listings-ai-solutions-architect-data-scientist-plugscale-consulting-pune-bengaluru-8-to-11-years-021225031491,Plugscale Consulting,8-11 Yrs,Not Disclosed,"Hybrid - Pune, Bengaluru","Data Science, Artificial Intelligence, Machine Learning, Large Language Model, Natural Language Processing, Aws Sagemaker, Azure Machine Learning, Generative Artificial Intelligence, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:56,Naukri
Data Scientist (Bangalore/Chennai/ Pune/Jaipur/Hyderabad /Gurugram),https://www.naukri.com/job-listings-data-scientist-bangalore-chennai-pune-jaipur-hyderabad-gurugram-altimetrik-bengaluru-5-to-10-years-031225913663,Altimetrik,5-10 Yrs,Not Disclosed,Hybrid - Bengaluru,"Data Science, Machine Learning, Deep Learning, Python, GenAI, Pandas, Science, Machine, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:56,Naukri
Data Scientist (Generative Ai),https://www.naukri.com/job-listings-data-scientist-generative-ai-careerfit-ai-bengaluru-mumbai-all-areas-4-to-9-years-021225029607,CareerFit.ai,4-9 Yrs,Not Disclosed,"Hybrid - Bengaluru, Mumbai (All Areas)","Generative Ai, Data Science, Python, Data, Artificial Intelligence, Science, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:56,Naukri
DATA SCIENTIST - DATA SCIENTIST,https://www.naukri.com/job-listings-data-scientist-data-scientist-happiest-minds-technologies-bengaluru-3-to-5-years-031225022236,Happiest Minds Technologies,3-5 Yrs,Not Disclosed,Bengaluru,"arima, azure databricks, aml, algorithms, python, demand forecasting, natural language processing, pytest, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:57,Naukri
AI Engineer/Data scientist,https://www.naukri.com/job-listings-ai-engineer-data-scientist-rishabh-software-hyderabad-ahmedabad-bengaluru-3-to-8-years-270825006777,Rishabh Software,3-8 Yrs,Not Disclosed,"Hyderabad, Ahmedabad, Bengaluru","Agentic Ai, Generative Ai Tools, RAG, LLM, GenAI, prompt engineering, Generative Ai, MLOp, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:57,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-luxoft-india-llp-bengaluru-5-to-10-years-021225924522,Luxoft,5-10 Yrs,Not Disclosed,Bengaluru,"data scientist, front end, snowflake, python, ai, databricks, power bi, numpy, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:57,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-applied-materials-israel-bengaluru-3-to-7-years-031225504908,Applied Materials Israel,3-7 Yrs,Not Disclosed,Bengaluru,"Unix, Computer vision, Automation, Semiconductor, Linux, Analytical, Artificial Intelligence, Machine learning, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:57,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-granicus-inc-bengaluru-6-to-11-years-250325013788,Granicus Inc,6-11 Yrs,Not Disclosed,Remote,"Data Science, Generative Ai, Machine Learning, Artificial Intelligence, Python, Machine, Data, Science, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:58,Naukri
Logistics Data Scientist,https://www.naukri.com/job-listings-logistics-data-scientist-applied-materials-israel-bengaluru-4-to-7-years-031225504815,Applied Materials Israel,4-7 Yrs,Not Disclosed,Bengaluru,"Semiconductor, data science, SAS, Business analytics, Data mining, MATLAB, SQL, Python, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:58,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-shimento-india-llp-hyderabad-bengaluru-3-to-6-years-021225503990,Shimento India Llp,3-6 Yrs,Not Disclosed,"Hyderabad, Bengaluru","Computer science, deep learning, Cloud computing, data science, GCP, Machine learning, Cloud, Natural language processing, Save",N/A,data-scientist,bangalore,2025-12-04 12:27:58,Naukri
AI Engineer/Data Scientist(max 60 days notice period),https://www.naukri.com/job-listings-ai-engineer-data-scientist-max-60-days-notice-period-pwc-service-delivery-center-hyderabad-pune-bengaluru-2-to-7-years-081125000082,PwC Service Delivery Center,2-7 Yrs,Not Disclosed,"Hyderabad, Pune, Bengaluru","Data Science, Langgraph, Artificial Intelligence, LLM, Python, Pytorch, MLOPs, Langchain, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:10,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-philips-india-limited-bengaluru-6-to-11-years-011225501805,Philips,6-11 Yrs,Not Disclosed,Bengaluru,"Data analysis, SAP, Analytical, Healthcare, Data processing, Manager Quality Control, Data mining, Operations, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:11,Naukri
Data Scientist - Platforms,https://www.naukri.com/job-listings-data-scientist-platforms-microland-limited-bengaluru-2-to-5-years-281125500767,Microland,2-5 Yrs,Not Disclosed,Bengaluru,"Root cause analysis, Automation engineering, Manufacturing process, Process control, Artificial Intelligence, Machine learning, Software development life cycle, Natural language processing, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:11,Naukri
Data Scientist-Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-261125929721,IBM,3-7 Yrs,Not Disclosed,Bengaluru,"artificial intelligence, python, ai solutions, ai frameworks, ai, cloud platforms, machine learning, pandas, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:11,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-alstom-transport-india-ltd-bengaluru-7-to-12-years-011225905532,Alstom,7-12 Yrs,Not Disclosed,Bengaluru,"data scientist, python, neural networks, ai, numpy, machine learning, artificial intelligence, sql, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:12,Naukri
Data Scientist - L3,https://www.naukri.com/job-listings-data-scientist-l3-wipro-limited-bengaluru-3-to-5-years-271125926423,Wipro,3-5 Yrs,Not Disclosed,Bengaluru,"data science, python, team management, natural language processing, scikit-learn, neural networks, ml deployment, machine learning, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:12,Naukri
Advanced Data Scientist,https://www.naukri.com/job-listings-advanced-data-scientist-exxon-mobil-corporation-bengaluru-5-to-10-years-011225501073,Exxon Mobil Corporation,5-10 Yrs,Not Disclosed,Bengaluru,"Version control, Networking, Neural networks, Machine learning, Agile, Pattern recognition, Operations, Python, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:12,Naukri
Analyst - Data Scientist,https://www.naukri.com/job-listings-analyst-data-scientist-alexion-bengaluru-4-to-9-years-271125504972,Alexion Pharmaceuticals,4-9 Yrs,Not Disclosed,Bengaluru,"Performance tuning, Automation, Data modeling, HTTP, Oracle, Teradata, SQL, CRM, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:13,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-han-digital-solution-p-hubli-mangaluru-mysuru-bengaluru-belgaum-0-to-3-years-221125501255,Han Digital Solution,0-3 Yrs,Not Disclosed,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","SAS, Data management, Machine learning, Application development, Oracle, Business intelligence, microsoft, Open source, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:13,Naukri
Data Scientist Supply Chain,https://www.naukri.com/job-listings-data-scientist-supply-chain-cisco-systems-india-private-limited-bengaluru-6-to-11-years-281125916659,Cisco,6-11 Yrs,Not Disclosed,Bengaluru,"Data Scientist, Ml Engineer, Tensorflow, Github, Bigquery, Google Cloud Platform, Ai, Bi Tools, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:13,Naukri
Data Scientist - L3,https://www.naukri.com/job-listings-data-scientist-l3-wipro-limited-bengaluru-3-to-5-years-271125926335,Wipro,3-5 Yrs,Not Disclosed,Bengaluru,"microsoft net, python, team management, natural language processing, scikit-learn, neural networks, ml deployment, machine learning, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:14,Naukri
Data Scientist-Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-7-to-10-years-281125923395,IBM,7-10 Yrs,Not Disclosed,Bengaluru,"data scientist, algorithms, python, data analytics, data pipelines, ai solutions, ai, enterprise applications, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:14,Naukri
Data scientist,https://www.naukri.com/job-listings-data-scientist-ideslabs-private-limited-bengaluru-7-to-12-years-271125921806,Leading Client,7-12 Yrs,Not Disclosed,Bengaluru,"data scientist, time series analysis, python, r, machine learning, sql, Machine, Data, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:14,Naukri
Data Scientist-Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-011225916788,IBM,3-7 Yrs,Not Disclosed,Bengaluru,"python, machine learning, tensorflow, pytorch, keras, kubernetes, github, natural language processing, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:15,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-alois-solutions-bengaluru-3-to-6-years-031225022837,ALOIS Solutions,3-6 Yrs,5-10 Lacs PA,Hybrid - Bengaluru,"Data Science, Artificial Intelligence, Python, Time Series, Machine Learning, Intelligence, Science, Time, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:15,Naukri
Data Scientist(SLM),https://www.naukri.com/job-listings-data-scientist-slm-anlage-infotech-hyderabad-chennai-bengaluru-4-to-9-years-021225013152,Big 4,4-9 Yrs,Not Disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru","Generative Ai, Large Language Model, Natural Language Processing, Machine Learning, Deep Learning, Data Science, Artificial Intelligence, Machine, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:15,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-le-human-resources-solutions-bengaluru-8-to-13-years-041225012785,Client Le HR Solutions,8-13 Yrs,Not Disclosed,Bengaluru,"Data Scientist, Time Series, Python, Predictive Modeling, Data Science, R, Time Series Analysis, Natural Language Processing, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:16,Naukri
Data Scientist - 4 To 12 Years at Bangalore.,https://www.naukri.com/job-listings-data-scientist-4-to-12-years-at-bangalore-le-human-resources-solutions-bengaluru-5-to-10-years-031225011355,Le HR Client,5-10 Yrs,Not Disclosed,Bengaluru,"R, Time Series Analysis, Time Series, Machine Learning, Python, Predictive Modeling, Statistical Modeling, Dimensional Modeling, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:16,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-pri-india-it-services-bengaluru-4-to-8-years-031225024856,Pri India It Services,4-8 Yrs,Not Disclosed,Hybrid - Bengaluru,"Pandas, Cursor, Machine Learning, React jS, Python, Data Science, azure, Data, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:16,Naukri
Middle AI Engineer / Data Scientist,https://www.naukri.com/job-listings-middle-ai-engineer-data-scientist-miratech-bengaluru-4-to-9-years-011225501353,Miratech,4-9 Yrs,Not Disclosed,Bengaluru,"Product engineering, data science, GCP, Machine learning, Cloud, Linguistics, AWS, Python, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:17,Naukri
Permanent Opportunity For Data Scientist @ Chennai/Bangalore/Pune/Hyd,https://www.naukri.com/job-listings-permanent-opportunity-for-data-scientist-chennai-bangalore-pune-hyd-deloitte-consulting-hyderabad-chennai-bengaluru-5-to-10-years-241125015067,Deloitte Consulting,5-10 Yrs,16-25 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru","Data Science, Machine Learning, Statistical Modeling, Science, Modeling, Machine, Data, Statistics, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:29,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-capgemini-bengaluru-6-to-11-years-051125020536,Capgemini,6-11 Yrs,Not Disclosed,Hybrid - Bengaluru,"Data Science, Python, Pulp, Data, Science, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:29,Naukri
Data Scientist- Computer Vision,https://www.naukri.com/job-listings-data-scientist-computer-vision-capgemini-bengaluru-9-to-12-years-251125017939,Capgemini,9-12 Yrs,Not Disclosed,Hybrid - Bengaluru,"Deep learning, Computer vision, Machine learning, Vision, Computer, Machine, Data, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:29,Naukri
Data Scientist - L3,https://www.naukri.com/job-listings-data-scientist-l3-wipro-limited-bengaluru-3-to-5-years-211125930792,Wipro,3-5 Yrs,Not Disclosed,Bengaluru,"machine learning, data engineering, deep learning, data science, ml, python, natural language processing, scikit-learn, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:30,Naukri
Opportunity For Data Scientist MLOps/AI professionals,https://www.naukri.com/job-listings-opportunity-for-data-scientist-mlops-ai-professionals-atos-pune-bengaluru-mumbai-all-areas-10-to-15-years-261125037767,Atos,10-15 Yrs,Not Disclosed,"Pune, Bengaluru, Mumbai (All Areas)","AI/ML, MLOps, Langchain, Artificial Intelligence, Data Scientist, LLMOps, LLM, Machine Learning, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:30,Naukri
Data Scientist-Artificial Intelligence,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-251125930124,IBM,3-7 Yrs,Not Disclosed,Bengaluru,"data scientist, kubernetes, python, github, natural language processing, prototyping, ai, aws sagemaker, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:30,Naukri
Data Scientist,https://www.naukri.com/job-listings-data-scientist-soul-ai-bengaluru-2-to-4-years-281125918505,Soul Ai,2-4 Yrs,Not Disclosed,Bengaluru,"python, algorithms, natural language processing, scikit-learn, predictive, numpy, machine learning, artificial intelligence, Save",N/A,data-scientist,bangalore,2025-12-04 12:28:31,Naukri
