job_title,job_url,company_name,experience,salary,location,skills,description,search_keyword,search_location,scraped_at,source
Online Data Analyst,https://www.naukri.com/job-listings-online-data-analyst-carnivore-style-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-6-years-110725509015,Carnivore Style,1-6 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Computer science, Hospitality, Data analysis, Google Analytics, Web analytics, Social media, E-commerce, Data Analyst, Save",N/A,data-analyst,chennai,2025-12-04 12:22:45,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-awesome-analytics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-290425501607,Awesome Analytics,1-4 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","excel, macros, data analysis, vba, mis, advanced excel, msbi, Save",N/A,data-analyst,chennai,2025-12-04 12:22:45,Naukri
Exciting Data Analysts,https://www.naukri.com/job-listings-exciting-data-analysts-digital-solution-tech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-010825502005,Digital Solution Tech,1-3 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Procurement, Computer science, Construction, Excel, Analytical, power bi, Data quality, Data Analyst, Save",N/A,data-analyst,chennai,2025-12-04 12:22:46,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-srm-institute-of-science-and-technology-chennai-2-to-7-years-251125016534,SRM Institute Of Science And Technology,2-7 Yrs,Not Disclosed,Chennai(Ramapuram),"Power Bi, Tableau, SQL, Data Management, Data Visualization, Data analysis, Management, Bi, Save",N/A,data-analyst,chennai,2025-12-04 12:22:47,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-virtusa-consulting-services-chennai-1-to-5-years-111125501500,Virtusa,1-5 Yrs,Not Disclosed,Chennai,"data analysis, modeling, business requirements, kpi, bi, documentation, power bi, relational databases, Save",N/A,data-analyst,chennai,2025-12-04 12:22:47,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-webkit24-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-7-years-220525505987,Webkit24,4-7 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","excel, tableau, gcp, data integration tools, power bi, aws, communication skills, Bi, Save",N/A,data-analyst,chennai,2025-12-04 12:22:48,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-adhiran-infotech-chennai-1-to-3-years-060225502553,Adhiran Infotech,1-3 Yrs,Not Disclosed,Chennai,"Data Analyst, Data, Data analysis, Save",N/A,data-analyst,chennai,2025-12-04 12:22:48,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-ikomet-chennai-4-to-5-years-101125031051,iKomet,4-5 Yrs,4-9 Lacs PA,Chennai,"Power Bi, GCP, Alteryx, SQL, Bi, Data, Data analysis, Save",N/A,data-analyst,chennai,2025-12-04 12:22:48,Naukri
Programmer / Data Analyst,https://www.naukri.com/job-listings-programmer-data-analyst-indo-fuji-information-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-160724500800,Indo Fuji Information Technologies,3-6 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Training, Business Analyst, Quality check, Programming, Data Analyst, Research, Troubleshooting, Testing, Save",N/A,data-analyst,chennai,2025-12-04 12:22:49,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-virtusa-consulting-services-pvt-ltd-chennai-7-to-12-years-171125922954,Virtusa,7-12 Yrs,Not Disclosed,Chennai,"data analyst, project management, data warehousing, power bi, microsoft dynamics, business intelligence, sql server, sql, Save",N/A,data-analyst,chennai,2025-12-04 12:22:49,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-kairos-technologies-pune-chennai-bengaluru-6-to-8-years-071125022242,Kairos Technologies,6-8 Yrs,12-14 Lacs PA,"Hybrid - Chennai, Pune, Bengaluru","Snowflake, Tableau, SQL, Data analysis, Data, Save",N/A,data-analyst,chennai,2025-12-04 12:22:50,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-gyantu-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-150424501151,Gyantu,2-7 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Training, E-learning, Database design, Analytical, Database, Data Analyst, Troubleshooting, Data mining, Save",N/A,data-analyst,chennai,2025-12-04 12:22:51,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-exzeo-software-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-5-years-260825501703,Exzeo Software,4-5 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","GIS, IT services, Postgresql, Analytical, JSON, MongoDB, Selenium, Analytics, Save",N/A,data-analyst,chennai,2025-12-04 12:22:52,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-piwheel-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-030625501730,Piwheel,5-10 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Computer science, Health insurance, Data analysis, Automation, Development Manager, Analytical, Market intelligence, Operations, Save",N/A,data-analyst,chennai,2025-12-04 12:22:52,Naukri
BA / Data Analyst,https://www.naukri.com/job-listings-ba-data-analyst-tekskills-chennai-bengaluru-india-10-to-18-years-061125919635,tekskills,10-18 Yrs,Not Disclosed,"Hybrid - Chennai, Bengaluru, india","Database, ETL, Data warehousing, Data Science, Big Data, Data analysis, DBMS, Science, Save",N/A,data-analyst,chennai,2025-12-04 12:22:53,Naukri
Payer Data Analyst,https://www.naukri.com/job-listings-payer-data-analyst-star4rall-it-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-170323502157,Star4rall It Solutions,3-7 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Health insurance, Data analysis, Claims, Project estimation, Excel, Pharma, Agile, Healthcare, Save",N/A,data-analyst,chennai,2025-12-04 12:22:54,Naukri
Data Analyst (Tableau+Alteryx),https://www.naukri.com/job-listings-data-analyst-tableau-alteryx-biz-infotecno-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-130125502644,Biz Tecno,4-9 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","hive, python, charts, data analysis, scikit-learn, data manipulation, mathematics, power bi, Save",N/A,data-analyst,chennai,2025-12-04 12:22:54,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-9-years-030125501914,Tech Stalwart Solution,6-9 Yrs,Not Disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru","Data analysis, SCALA, Data Analyst, SQL, Python, Analysis, Data, Save",N/A,data-analyst,chennai,2025-12-04 12:22:55,Naukri
Data Analyst ( Azure Data Bricks),https://www.naukri.com/job-listings-data-analyst-azure-data-bricks-allime-tech-solutions-chennai-7-to-12-years-081025501618,Allime Tech Solutions,7-12 Yrs,Not Disclosed,Chennai,"Performance tuning, Business objects, Manager Quality Assurance, Networking, Data modeling, XML, Data structures, Data Analyst, Save",N/A,data-analyst,chennai,2025-12-04 12:22:55,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-kolkata-hyderabad-chennai-bengaluru-8-to-15-years-040825506151,Diverse Lynx,8-15 Yrs,Not Disclosed,"Chennai, Kolkata, Hyderabad, Bengaluru","Basic, Backend, Excel, Schema, query, power bi, Data Analyst, AWS, Save",N/A,data-analyst,chennai,2025-12-04 12:22:56,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-countrees-services-and-technologies-pvt-ltd-chennai-3-to-6-years-200123500016,Countrees Services And Technologies,3-6 Yrs,Not Disclosed,Chennai,"Commerce, HTML, Data, Data analysis, Save",N/A,data-analyst,chennai,2025-12-04 12:23:08,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-mx-chennai-5-to-7-years-060225505665,MX Technologies,5-7 Yrs,Not Disclosed,Chennai,"data science, Business analysis, Machine learning, Data quality, Data Analyst, Manager Quality Control, Data mining, Analytics, Save",N/A,data-analyst,chennai,2025-12-04 12:23:09,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-logitech-sales-marketing-chennai-10-to-15-years-131125500068,Logitech Sales Marketing,10-15 Yrs,Not Disclosed,Chennai,"Data analysis, Change management, PMP, Process optimization, Data mining, Continuous improvement, Operations, Analytics, Save",N/A,data-analyst,chennai,2025-12-04 12:23:09,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-logitech-sales-marketing-chennai-5-to-10-years-131125500067,Logitech Sales Marketing,5-10 Yrs,Not Disclosed,Chennai,"Data analysis, PMP, Process optimization, Data mining, Continuous improvement, Operations, Analytics, SQL, Save",N/A,data-analyst,chennai,2025-12-04 12:23:10,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-linkcore-trading-private-limited-chennai-1-to-6-years-120325503133,Linkcore Trading,1-6 Yrs,Not Disclosed,Chennai,"Report generation, Data analysis, Transition, E-commerce, power bi, Data Analyst, data visualization, Business intelligence, Save",N/A,data-analyst,chennai,2025-12-04 12:23:10,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-hexnode-kochi-chennai-1-to-3-years-121125500607,Hexnode,1-3 Yrs,Not Disclosed,"Chennai, Kochi","Customer acquisition, Google Analytics, Web analytics, Data management, Analytical, Business intelligence, Forecasting, CRM, Save",N/A,data-analyst,chennai,2025-12-04 12:23:11,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-techster-it-services-chennai-1-to-3-years-040925500244,Techster It Services,1-3 Yrs,Not Disclosed,Chennai,"Data analysis, Backend, Automation, Excel, Data management, Analytical, Data processing, SQL, Save",N/A,data-analyst,chennai,2025-12-04 12:23:12,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-matrimony-com-ltd-chennai-3-to-6-years-171125502019,Matrimony com,3-6 Yrs,Not Disclosed,Chennai,"NSE, Data analysis, Web technologies, Data Analyst, SEO, Digital marketing, SQL, CRM, Save",N/A,data-analyst,chennai,2025-12-04 12:23:12,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-btree-systems-chennai-5-to-10-years-061123500260,Btree Systems (opc),5-10 Yrs,Not Disclosed,Chennai,"Training, IT training, SIDE, Data Analyst, Data analysis, Data, Save",N/A,data-analyst,chennai,2025-12-04 12:23:13,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-first-soft-solutions-direct-chennai-1-to-4-years-150125500451,First Soft Solutions,1-4 Yrs,Not Disclosed,Chennai,"Interpersonal skills, Senior Data Analyst, SQL, Python, Interpersonal Skill, Data, Data analysis, Interpersonal, Save",N/A,data-analyst,chennai,2025-12-04 12:23:14,Naukri
Geospatial Data Analyst,https://www.naukri.com/job-listings-geospatial-data-analyst-straive-chennai-1-to-2-years-121125034057,Straive,1-2 Yrs,Not Disclosed,Remote,"GIS, Qgis, Polygon Drawing, Gis Mapping, Mapping, Drawing, Data, Draw, Save",N/A,data-analyst,chennai,2025-12-04 12:23:14,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-house-of-shipping-mumbai-chennai-8-to-13-years-220825501156,House Of Shipping,8-13 Yrs,Not Disclosed,"Chennai, Mumbai","Computer science, Data analysis, PDF, Data modeling, Analytical, Market research, Scheduling, Business intelligence, Save",N/A,data-analyst,chennai,2025-12-04 12:23:15,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-growel-softech-pvt-ltd-chennai-4-to-6-years-101125909324,Leading Client,4-6 Yrs,Not Disclosed,Chennai,"cleaning, data analysis, statistical techniques, data manipulation, finance, python, predictive analytics, power bi, Save",N/A,data-analyst,chennai,2025-12-04 12:23:15,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-rheinbrcke-it-consulting-chennai-4-to-9-years-061125505692,RheinBrcke IT Consulting,4-9 Yrs,Not Disclosed,Chennai,"Supply chain, ERP, Automation, Claims, Data management, Analytical, German, Business intelligence, Save",N/A,data-analyst,chennai,2025-12-04 12:23:16,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-ikomet-chennai-4-to-6-years-091125004595,iKomet,4-6 Yrs,Not Disclosed,Chennai,"Data Science, Powerbi, GCP, Alteryx, SQL, Data, Power Bi, Science, Save",N/A,data-analyst,chennai,2025-12-04 12:23:17,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-ahoi-technology-recruitment-agency-mumbai-hyderabad-new-delhi-pune-chennai-1-to-2-years-190725500007,Ahoi Technology,1-2 Yrs,Not Disclosed,"Chennai, Mumbai, Hyderabad, New Delhi, Pune","audio visual, Computer science, Computer hardware, Helpdesk, Remote desktop, Active directory, Windows, microsoft, Save",N/A,data-analyst,chennai,2025-12-04 12:23:18,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-zynofus-technologies-chennai-6-to-11-years-290725501725,Zynofus Technologies,6-11 Yrs,Not Disclosed,Chennai,"Computer science, Analytical, Data collection, power bi, data integrity, Data Analyst, Mathematics, data visualization, Save",N/A,data-analyst,chennai,2025-12-04 12:23:18,Naukri
